project,feature_selection,metrics_configuration,precision_mean,precision_max,recall_mean,recall_max,f1_measure_mean,f1_measure_max,auc_roc_mean,auc_roc_max,brier_score_mean,brier_score_max,original_num_files_per_version,original_num_defective_files_per_version,original_training_num_files,original_testing_num_files,original_training_num_defective_files,original_testing_num_defective_files,num_training_files,num_testing_files,num_training_defective_files,num_testing_defective_files
activemq,mutual_info_classif_20p,Traditional + Fowler,0.22650885052120245,0.31220657276995306,0.6019230769230769,0.7019230769230769,0.32242543482239583,0.4195583596214511,0.6562794231911878,0.7326645984734219,0.3013220518244315,0.5277630883130618,11208,911,38940,17100,38940,1670,19520,9455,1870,1040
activemq,mutual_info_classif_50p,Designite,0.2157609856777601,0.218503937007874,0.28727272727272724,0.2909090909090909,0.2464154700983157,0.2486002239641657,0.5741169998742613,0.575518223132331,0.20643881599023495,0.2105584375953616,11208,911,38940,17100,38940,1670,34965,16385,3020,1925
activemq,mutual_info_classif_50p,Designite + Fowler,0.2324422025319045,0.2614213197969543,0.4939086294416243,0.6091370558375635,0.3155295516350842,0.34856175972927245,0.6822838967143813,0.7211682063753734,0.1569832402234637,0.18324022346368715,11208,911,38940,17100,38940,1670,26695,13425,1850,985
activemq,mutual_info_classif_50p,Fowler,0.2560095709988552,0.28205128205128205,0.4568281938325992,0.4801762114537445,0.3279004563686637,0.342560553633218,0.6722616805594223,0.6793074365818907,0.14583476174151527,0.15255399382927665,11208,911,38940,17100,38940,1670,29495,14585,2050,1135
activemq,mutual_info_classif_50p,Traditional,0.24088784547775746,0.3001107419712071,0.5598712446351931,0.7832618025751072,0.3270641555389617,0.3959094229364499,0.6373632655544542,0.6974470744215643,0.3038940809968847,0.6754932502596054,11208,911,38940,17100,38940,1670,41745,19260,3435,2330
activemq,mutual_info_classif_50p,Traditional + Designite,0.24325066331768905,0.3045977011494253,0.5277922077922078,0.6675324675324675,0.3263055874628508,0.3922294172062905,0.6441174040344164,0.6995504840940526,0.26689044858101924,0.4586512053707659,11208,911,38940,17100,38940,1670,34965,16385,3020,1925
activemq,mutual_info_classif_50p,Traditional + Designite + Fowler,0.28680522682835385,0.3345454545454545,0.4579234972677596,0.6502732240437158,0.3443642604956845,0.4041450777202073,0.6556882679708964,0.7233323521420161,0.19092581238503986,0.25260576333537704,11208,911,38940,17100,38940,1670,16280,8155,1710,915
activemq,mutual_info_classif_50p,Traditional + Fowler,0.2562382270841499,0.3464285714285714,0.5283653846153846,0.7307692307692307,0.33522708301742377,0.4022988505747127,0.6571119852369852,0.7346656611362494,0.24246430460074034,0.4267583289264939,11208,911,38940,17100,38940,1670,19520,9455,1870,1040
activemq,recursive_elimination,Designite,0.23191472550481734,0.2338530066815145,0.27272727272727265,0.2727272727272727,0.2506641924390023,0.2517985611510791,0.5762322394065132,0.5768892241921287,0.19157766249618552,0.1943851083307904,11208,911,38940,17100,38940,1670,34965,16385,3020,1925
activemq,recursive_elimination,Designite + Fowler,0.21442675585153456,0.25462962962962965,0.4720812182741117,0.6345177664974619,0.29418337132608063,0.3497615262321145,0.6677729242495961,0.7260209411265445,0.1652513966480447,0.195903165735568,11208,911,38940,17100,38940,1670,26695,13425,1850,985
activemq,recursive_elimination,Fowler,0.21567600804174467,0.2413793103448276,0.4590308370044053,0.5286343612334802,0.2931475288855209,0.3241678726483358,0.6589020356025743,0.6869937605423907,0.1723345903325334,0.1813507027768255,11208,911,38940,17100,38940,1670,29495,14585,2050,1135
activemq,recursive_elimination,Traditional,0.23657265239922914,0.3088235294117647,0.5145922746781115,0.6673819742489271,0.3114035156487788,0.37852348993288587,0.6215164562994809,0.6930062945377203,0.29742990654205603,0.65134994807892,11208,911,38940,17100,38940,1670,41745,19260,3435,2330
activemq,recursive_elimination,Traditional + Designite,0.2461820216314245,0.3262135922330097,0.5150649350649351,0.6363636363636364,0.32225247266086177,0.3733333333333333,0.640174237933574,0.6966275080382964,0.2641135184620079,0.4659749771132133,11208,911,38940,17100,38940,1670,34965,16385,3020,1925
activemq,recursive_elimination,Traditional + Designite + Fowler,0.2602206245319073,0.324,0.4846994535519125,1.0,0.31617950474562384,0.4065934065934066,0.6327157488754038,0.7162621139389548,0.2524831391784181,0.6664622930717351,11208,911,38940,17100,38940,1670,16280,8155,1710,915
activemq,recursive_elimination,Traditional + Fowler,0.28655991390639224,0.4060913705583756,0.5028846153846154,0.6682692307692307,0.35296132364663235,0.4241379310344828,0.6651975067416244,0.721698032359797,0.2081967213114754,0.3590692755156002,11208,911,38940,17100,38940,1670,19520,9455,1870,1040
archiva,all,Designite,0.19087865644381305,0.2298850574712644,0.3628205128205128,0.8589743589743589,0.238643516723114,0.2596899224806202,0.5481110760823874,0.5595838587641867,0.3176678445229682,0.6749116607773852,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,all,Designite + Fowler,0.2204284995872134,0.4,0.5590909090909092,0.8181818181818182,0.3002376818622386,0.4255319148936171,0.6719110459433041,0.7359726295210167,0.23477406679764246,0.3595284872298625,3637,305,14450,3735,14450,470,8535,2545,280,220
archiva,all,Fowler,0.18353273950628746,0.2159090909090909,0.3983050847457627,0.5254237288135594,0.2448206943406145,0.28703703703703703,0.5899039874595866,0.6413245811697854,0.2576124567474048,0.4048442906574394,3637,305,14450,3735,14450,470,9780,2890,385,295
archiva,all,Traditional,0.2847022108028321,1.0,0.2,0.4485981308411215,0.1682950535373917,0.3428571428571429,0.541317365269461,0.6307361911690638,0.21161290322580645,0.30451612903225805,3637,305,14450,3735,14450,470,14980,3875,1115,535
archiva,all,Traditional + Designite,0.20672526297994864,0.6470588235294118,0.16923076923076924,0.4871794871794872,0.15377846056099248,0.36018957345971564,0.5400457124842372,0.6462536780159731,0.1913427561837456,0.2915194346289753,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,all,Traditional + Designite + Fowler,0.19200978374577696,0.3870967741935484,0.2292682926829269,0.6829268292682927,0.18785538833607315,0.4087591240875913,0.5532705099778271,0.6697462429169746,0.2338912133891213,0.3389121338912134,3637,305,14450,3735,14450,470,3430,1195,260,205
archiva,all,Traditional + Fowler,0.21813539174798408,0.38461538461538464,0.2964285714285714,0.6607142857142857,0.21456100853957566,0.4161849710982659,0.5473150051387462,0.6757451181911615,0.2859281437125749,0.7395209580838323,3637,305,14450,3735,14450,470,5085,1670,365,280
archiva,chi2_20p,Designite,0.22471910112359555,0.2247191011235955,0.2564102564102564,0.2564102564102564,0.2395209580838323,0.2395209580838323,0.5575084068936527,0.5575084068936528,0.2243816254416961,0.22438162544169613,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,chi2_20p,Designite + Fowler,0.1471556177555664,0.16326530612244894,0.7863636363636364,0.9090909090909092,0.24782881171956514,0.27681660899653976,0.6784506353861193,0.7341153470185728,0.4108055009823183,0.4263261296660118,3637,305,14450,3735,14450,470,8535,2545,280,220
archiva,chi2_20p,Fowler,0.274375238039434,0.2803738317757009,0.4830508474576272,0.5084745762711864,0.34975010348809343,0.3614457831325301,0.6688857320139773,0.6800561706018744,0.1832179930795848,0.1989619377162629,3637,305,14450,3735,14450,470,9780,2890,385,295
archiva,chi2_20p,Traditional,0.2365670694441196,0.2987012987012987,0.3457943925233644,0.514018691588785,0.2750777738744663,0.3170028818443804,0.5798582741059936,0.6185362919021771,0.25070967741935485,0.3058064516129032,3637,305,14450,3735,14450,470,14980,3875,1115,535
archiva,chi2_20p,Traditional + Designite,0.23736983466758285,0.3157894736842105,0.33974358974358976,0.5384615384615384,0.2743667398274573,0.34682080924855485,0.5803226145439261,0.6257093316519546,0.2454063604240283,0.3197879858657244,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,chi2_20p,Traditional + Designite + Fowler,0.3034160714854951,0.36,0.4365853658536586,0.7073170731707317,0.3442347883375529,0.453125,0.6124846021187484,0.7071938901207193,0.2719665271966527,0.35564853556485354,3637,305,14450,3735,14450,470,3430,1195,260,205
archiva,chi2_20p,Traditional + Fowler,0.2504238215323121,0.28846153846153844,0.3392857142857143,0.5,0.2794680563793959,0.3333333333333333,0.5669450154162385,0.5989208633093525,0.2817365269461078,0.33532934131736525,3637,305,14450,3735,14450,470,5085,1670,365,280
archiva,chi2_50p,Designite,0.191295842116047,0.20512820512820512,0.3128205128205129,0.3333333333333333,0.2359240591202783,0.2461538461538462,0.5473938629676335,0.5585592686002522,0.2826855123674912,0.36925795053003535,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,chi2_50p,Designite + Fowler,0.18768075728873745,0.256,0.6181818181818182,0.8863636363636364,0.2867232374250753,0.3786982248520711,0.6808113391984361,0.7636363636363637,0.2673870333988212,0.3516699410609037,3637,305,14450,3735,14450,470,8535,2545,280,220
archiva,chi2_50p,Fowler,0.2993419450424798,0.3333333333333333,0.4050847457627119,0.4915254237288136,0.3408582094270119,0.36641221374045796,0.6464730087195063,0.6590575095522679,0.16141868512110727,0.22145328719723184,3637,305,14450,3735,14450,470,9780,2890,385,295
archiva,chi2_50p,Traditional,0.14190393864170334,0.23036649214659685,0.1822429906542056,0.41121495327102797,0.14839692014969405,0.29530201342281875,0.5262262857462644,0.5955775365157535,0.22477419354838707,0.2929032258064516,3637,305,14450,3735,14450,470,14980,3875,1115,535
archiva,chi2_50p,Traditional + Designite,0.2080102193054789,0.5588235294117647,0.19102564102564104,0.5128205128205128,0.16593894856604824,0.33928571428571425,0.5262505254308534,0.6273118957545186,0.2309187279151944,0.3392226148409894,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,chi2_50p,Traditional + Designite + Fowler,0.353039072039072,0.55,0.2439024390243903,0.5121951219512195,0.2533111076832281,0.4719101123595506,0.5759916235525993,0.6879157427937915,0.20585774058577408,0.26778242677824265,3637,305,14450,3735,14450,470,3430,1195,260,205
archiva,chi2_50p,Traditional + Fowler,0.306825120943763,0.4615384615384616,0.2803571428571429,0.6785714285714286,0.2559425309159807,0.3566878980891721,0.5664375642343268,0.6187050359712231,0.2434131736526946,0.4760479041916168,3637,305,14450,3735,14450,470,5085,1670,365,280
archiva,f_classif_20,Designite,0.2165882762825538,0.2247191011235955,0.32564102564102565,0.9487179487179488,0.240484687191274,0.2491582491582492,0.5539065783942833,0.5575084068936528,0.2807420494699646,0.7879858657243817,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,f_classif_20,Designite + Fowler,0.1376598572770476,0.16326530612244894,0.7136363636363636,0.9090909090909092,0.2306653948399535,0.27681660899653976,0.6470332355816227,0.7341153470185728,0.4080550098231828,0.4263261296660118,3637,305,14450,3735,14450,470,8535,2545,280,220
archiva,f_classif_20,Fowler,0.2600313479623825,0.2727272727272727,0.5033898305084745,0.5084745762711864,0.34274864376130204,0.3428571428571429,0.6701920250808268,0.6713856503706607,0.19705882352941173,0.1989619377162629,3637,305,14450,3735,14450,470,9780,2890,385,295
archiva,f_classif_20,Traditional,0.23689617637474364,0.32456140350877194,0.3345794392523364,0.5233644859813084,0.26791497710654044,0.334841628959276,0.5758226537579048,0.6164726621523309,0.2495483870967742,0.3238709677419355,3637,305,14450,3735,14450,470,14980,3875,1115,535
archiva,f_classif_20,Traditional + Designite,0.2767742797165583,0.375,0.3371794871794872,0.5384615384615384,0.29168924009175445,0.4421052631578948,0.5913356452290877,0.6975094577553593,0.2245583038869258,0.31802120141342755,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,f_classif_20,Traditional + Designite + Fowler,0.305119656796435,0.3703703703703704,0.3878048780487805,1.0,0.30643259063818873,0.3838383838383838,0.5784983986203499,0.6332224685883222,0.2962343096234309,0.8200836820083682,3637,305,14450,3735,14450,470,3430,1195,260,205
archiva,f_classif_20,Traditional + Fowler,0.2835976948992109,0.36,0.2964285714285715,0.4642857142857143,0.2797922799431915,0.3714285714285715,0.5696171634121275,0.6278263103802673,0.2488023952095809,0.31137724550898205,3637,305,14450,3735,14450,470,5085,1670,365,280
archiva,f_classif_50,Designite,0.14351926651149002,0.1452513966480447,0.3897435897435898,0.8974358974358975,0.2051038521527481,0.2409638554216867,0.5079865489701556,0.5099043715846995,0.4063604240282685,0.7791519434628975,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,f_classif_50,Designite + Fowler,0.24483454468139046,0.3137254901960784,0.484090909090909,0.7954545454545454,0.3096971484044372,0.3977272727272727,0.6638734115347018,0.7934261974584556,0.187426326129666,0.2868369351669941,3637,305,14450,3735,14450,470,8535,2545,280,220
archiva,f_classif_50,Fowler,0.2971507599023545,0.3333333333333333,0.4135593220338983,0.559322033898305,0.3395353604314901,0.36641221374045796,0.6472420887626139,0.6580941184154665,0.1667820069204152,0.2750865051903114,3637,305,14450,3735,14450,470,9780,2890,385,295
archiva,f_classif_50,Traditional,0.1442458693467084,0.2328042328042328,0.2336448598130841,0.5887850467289719,0.16492722962001455,0.32061068702290074,0.5281248251161229,0.6274763556998153,0.2587096774193548,0.3561290322580645,3637,305,14450,3735,14450,470,14980,3875,1115,535
archiva,f_classif_50,Traditional + Designite,0.18636203248601932,0.32432432432432434,0.2705128205128205,0.5128205128205128,0.21096931136196714,0.3609756097560975,0.5570801807482135,0.6449663724253889,0.23533568904593646,0.3409893992932862,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,f_classif_50,Traditional + Designite + Fowler,0.3134269273295379,0.4615384615384616,0.22195121951219515,0.5121951219512195,0.2101211599254898,0.430379746835443,0.5400160137965015,0.6542867701404286,0.2510460251046025,0.7154811715481172,3637,305,14450,3735,14450,470,3430,1195,260,205
archiva,f_classif_50,Traditional + Fowler,0.25629054349663216,0.3428571428571429,0.2625,0.625,0.2396797831131885,0.4294478527607362,0.5652428057553956,0.6830035971223023,0.2335329341317365,0.27844311377245506,3637,305,14450,3735,14450,470,5085,1670,365,280
archiva,mutual_info_classif_20p,Designite,0.2268097940454757,0.2352941176470588,0.2615384615384615,0.3076923076923077,0.2428161858101977,0.26666666666666666,0.5595602143757882,0.5739281210592686,0.2245583038869258,0.2332155477031802,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,mutual_info_classif_20p,Designite + Fowler,0.20250702347949093,0.2980769230769231,0.725,0.9090909090909092,0.31295599481228425,0.4189189189189189,0.7193817204301075,0.7737781036168133,0.2852652259332024,0.3988212180746562,3637,305,14450,3735,14450,470,8535,2545,280,220
archiva,mutual_info_classif_20p,Fowler,0.2768827289239224,0.2923076923076923,0.33559322033898303,0.5254237288135594,0.29766380827129674,0.3064516129032258,0.6150027758727671,0.6345808432121747,0.16262975778546715,0.27854671280276816,3637,305,14450,3735,14450,470,9780,2890,385,295
archiva,mutual_info_classif_20p,Traditional,0.12283917794881975,0.18027210884353745,0.2401869158878504,0.5420560747663551,0.146664588554603,0.2643391521197007,0.4849886675247636,0.5672743298449829,0.3378064516129032,0.6219354838709678,3637,305,14450,3735,14450,470,14980,3875,1115,535
archiva,mutual_info_classif_20p,Traditional + Designite,0.2316869975577932,0.5833333333333334,0.2128205128205128,0.5384615384615384,0.17325610083465004,0.3218390804597701,0.5442176334594367,0.6247635561160151,0.21572438162544166,0.3127208480565371,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,mutual_info_classif_20p,Traditional + Designite + Fowler,0.2943033970368436,0.6666666666666666,0.1585365853658537,0.4146341463414634,0.17154360080009695,0.4722222222222222,0.5373491007637349,0.6719635378171963,0.21380753138075312,0.32217573221757323,3637,305,14450,3735,14450,470,3430,1195,260,205
archiva,mutual_info_classif_20p,Traditional + Fowler,0.08359957401490947,0.25,0.11607142857142855,0.9464285714285714,0.05263433323988411,0.28726287262872624,0.4934673689619733,0.5055883864337102,0.25568862275449106,0.7874251497005988,3637,305,14450,3735,14450,470,5085,1670,365,280
archiva,mutual_info_classif_50p,Designite,0.13979673321234118,0.14,0.9871794871794872,0.9871794871794872,0.2449110406772452,0.2452229299363057,0.5081389239176124,0.5089585960487599,0.8388692579505299,0.8392226148409894,3637,305,14450,3735,14450,470,11155,2830,895,390
archiva,mutual_info_classif_50p,Designite + Fowler,0.2647663443444529,0.3225806451612903,0.4886363636363637,0.7045454545454546,0.32718746341508725,0.3773584905660377,0.673135386119257,0.7490469208211145,0.17426326129666012,0.32612966601178783,3637,305,14450,3735,14450,470,8535,2545,280,220
archiva,mutual_info_classif_50p,Fowler,0.2038094617028356,0.2340425531914893,0.36440677966101703,0.4915254237288136,0.25835469413263284,0.2875816993464053,0.6000261258613371,0.6243754286274126,0.2124567474048443,0.2698961937716263,3637,305,14450,3735,14450,470,9780,2890,385,295
archiva,mutual_info_classif_50p,Traditional,0.1764583295405244,0.3523809523809524,0.22523364485981304,0.5514018691588785,0.18008774057203394,0.3490566037735849,0.5342485589568525,0.6219989926688678,0.24206451612903224,0.3909677419354839,3637,305,14450,3735,14450,470,14980,3875,1115,535
